Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,CO2_Fertilizer,CO2_Pesticide,CO2_Emissions,Carbon_Footprint
Soyabean,2005,Kharif     ,Uttar Pradesh,3852,3016,751.9,461931.84,808.92,0.775,1224119.376,4044.6,1228163.976,407.216172413793
Sugarcane,2005,Kharif     ,Uttar Pradesh,2155791,125469871,751.9,258522456.7,452716.11,48.78928571,685084510.255,2263580.55,687348090.805,5.47819237659852
Sunflower,2005,Summer     ,Uttar Pradesh,12599,16097,751.9,1510872.08,2645.79,1.271363636,4003811.012,13228.95,4017039.962,249.552088090949
Sweet potato,2005,Whole Year ,Uttar Pradesh,20476,267901,751.9,2455481.92,4299.96,13.18318841,6507027.088,21499.8,6528526.888,24.3691770019522
Tobacco,2005,Whole Year ,Uttar Pradesh,20591,123362,751.9,2469272.72,4324.11,5.484444444,6543572.708,21620.55,6565193.258,53.2189268818599
Turmeric,2005,Rabi       ,Uttar Pradesh,979,4364,751.9,117401.68,205.59,4.410967742,311114.452,1027.95,312142.402,71.5266732355637
Wheat,2005,Rabi       ,Uttar Pradesh,9163949,23573776,751.9,1098940764,1924429.29,2.538142857,2912193024.6,9622146.45,2921815171.05,123.943451869993
Bajra,2006,Kharif     ,Jammu and Kashmir,20775,12280,1786.5,2653175.25,4570.5,0.605,7030914.4125,22852.5,7053766.9125,574.410986359935
Barley,2006,Kharif     ,Jammu and Kashmir,19,11,1786.5,2426.49,4.18,0.6,6430.1985,20.9,6451.0985,586.4635
Barley,2006,Rabi       ,Jammu and Kashmir,9856,4852,1786.5,1258709.76,2168.32,0.584,3335580.864,10841.6,3346422.464,689.699600989283
Cotton(lint),2006,Kharif     ,Jammu and Kashmir,42,22,1786.5,5363.82,9.24,0.5,14214.123,46.2,14260.323,648.1965
Cowpea(Lobia),2006,Kharif     ,Jammu and Kashmir,1432,442,1786.5,182880.72,315.04,0.4,484633.908,1575.2,486209.108,1100.02060633484
Cowpea(Lobia),2006,Rabi       ,Jammu and Kashmir,137,93,1786.5,17496.27,30.14,0.68,46365.1155,150.7,46515.8155,500.170059139785
Dry chillies,2006,Kharif     ,Jammu and Kashmir,560,577,1786.5,71517.6,123.2,0.972857143,189521.64,616,190137.64,329.527972270364
Garlic,2006,Kharif     ,Jammu and Kashmir,31,36,1786.5,3959.01,6.82,1.15,10491.3765,34.1,10525.4765,292.374347222222
Garlic,2006,Rabi       ,Jammu and Kashmir,524,452,1786.5,66920.04,115.28,0.80125,177338.106,576.4,177914.506,393.616163716814
Ginger,2006,Kharif     ,Jammu and Kashmir,4,7,1786.5,510.84,0.88,1.7,1353.726,4.4,1358.126,194.018
Groundnut,2006,Kharif     ,Jammu and Kashmir,39,20,1786.5,4980.69,8.58,0.5,13198.8285,42.9,13241.7285,662.086425
Horse-gram,2006,Kharif     ,Jammu and Kashmir,2306,676,1786.5,294499.26,507.32,0.33,780423.039,2536.6,782959.639,1158.22431804734
Linseed,2006,Rabi       ,Jammu and Kashmir,241,137,1786.5,30778.11,53.02,0.641666667,81561.9915,265.1,81827.0915,597.278040145985
Maize,2006,Kharif     ,Jammu and Kashmir,323598,486900,1786.5,41326700.58,71191.56,1.449166667,109515756.537,355957.8,109871714.337,225.655605539125
Masoor,2006,Rabi       ,Jammu and Kashmir,129,56,1786.5,16474.59,28.38,0.4775,43657.6635,141.9,43799.5635,782.1350625
Moong(Green Gram),2006,Kharif     ,Jammu and Kashmir,1559,760,1786.5,199099.89,342.98,0.503333333,527614.7085,1714.9,529329.6085,696.486326973684
Moth,2006,Kharif     ,Jammu and Kashmir,2396,1478,1786.5,305993.16,527.12,0.655,810881.874,2635.6,813517.474,550.417776725304
Moth,2006,Rabi       ,Jammu and Kashmir,779,430,1786.5,99486.09,171.38,0.633333333,263638.1385,856.9,264495.0385,615.104740697675
Onion,2006,Rabi       ,Jammu and Kashmir,372,907,1786.5,47508.12,81.84,2.424,125896.518,409.2,126305.718,139.256579933848
Other  Rabi pulses,2006,Rabi       ,Jammu and Kashmir,52,24,1786.5,6640.92,11.44,0.47,17598.438,57.2,17655.638,735.651583333333
Other Cereals,2006,Kharif     ,Jammu and Kashmir,4176,1491,1786.5,533316.96,918.72,0.508333333,1413289.944,4593.6,1417883.544,950.961464788733
Other Cereals,2006,Rabi       ,Jammu and Kashmir,72,38,1786.5,9195.12,15.84,0.69,24367.068,79.2,24446.268,643.322842105263
Other Kharif pulses,2006,Kharif     ,Jammu and Kashmir,4280,2975,1786.5,546598.8,941.6,0.591818182,1448486.82,4708,1453194.82,488.468847058824
Peas & beans (Pulses),2006,Kharif     ,Jammu and Kashmir,288,157,1786.5,36780.48,63.36,0.53,97468.272,316.8,97785.072,622.834853503185
Peas & beans (Pulses),2006,Rabi       ,Jammu and Kashmir,821,763,1786.5,104849.91,180.62,0.846,277852.2615,903.1,278755.3615,365.341233944954
Potato,2006,Kharif     ,Jammu and Kashmir,889,5962,1786.5,113534.19,195.58,6.66,300865.6035,977.9,301843.5035,50.6278939114391
Potato,2006,Rabi       ,Jammu and Kashmir,857,12436,1786.5,109447.47,188.54,14.57375,290035.7955,942.7,290978.4955,23.3980777983274
Rapeseed &Mustard,2006,Rabi       ,Jammu and Kashmir,58490,38789,1786.5,7469757.9,12867.8,0.537272727,19794858.435,64339,19859197.435,511.980134445333
Rice,2006,Kharif     ,Jammu and Kashmir,252516,554258,1786.5,32248818.36,55553.52,2.060833333,85459368.654,277767.6,85737136.254,154.688134864991
Sannhamp,2006,Kharif     ,Jammu and Kashmir,335,168,1786.5,42782.85,73.7,0.5,113374.5525,368.5,113743.0525,677.041979166667
Sesamum,2006,Kharif     ,Jammu and Kashmir,5412,2298,1786.5,691166.52,1190.64,0.4275,1831591.278,5953.2,1837544.478,799.627710182768
Sugarcane,2006,Kharif     ,Jammu and Kashmir,159,777,1786.5,20305.89,34.98,3.053333333,53810.6085,174.9,53985.5085,69.4794189189189
Tobacco,2006,Kharif     ,Jammu and Kashmir,20,7,1786.5,2554.2,4.4,0.35,6768.63,22,6790.63,970.09
Turmeric,2006,Kharif     ,Jammu and Kashmir,6,6,1786.5,766.26,1.32,1.02,2030.589,6.6,2037.189,339.5315
Urad,2006,Kharif     ,Jammu and Kashmir,13836,5689,1786.5,1766995.56,3043.92,0.46125,4682538.234,15219.6,4697757.834,825.761616101248
Wheat,2006,Rabi       ,Jammu and Kashmir,261584,494300,1786.5,33406892.64,57548.48,1.821818182,88528265.496,287742.4,88816007.896,179.680372033178
other oilseeds,2006,Kharif     ,Jammu and Kashmir,33,14,1786.5,4214.43,7.26,0.415,11168.2395,36.3,11204.5395,800.32425
other oilseeds,2006,Rabi       ,Jammu and Kashmir,8,4,1786.5,1021.68,1.76,0.55,2707.452,8.8,2716.252,679.063
Bajra,2007,Kharif     ,Delhi,1586,3013,677.5,211572.4,253.76,1.9,560666.86,1268.8,561935.66,186.503703949552
Barley,2007,Kharif     ,Delhi,75,196,677.5,10005,12,2.61,26513.25,60,26573.25,135.577806122449
Gram,2007,Rabi       ,Delhi,47,68,677.5,6269.8,7.52,1.45,16614.97,37.6,16652.57,244.890735294118
Jowar,2007,Kharif     ,Delhi,8837,8262,677.5,1178855.8,1413.92,0.93,3123967.87,7069.6,3131037.47,378.968466473009
Maize,2007,Kharif     ,Delhi,69,126,677.5,9204.6,11.04,1.83,24392.19,55.2,24447.39,194.026904761905
Other Kharif pulses,2007,Kharif     ,Delhi,391,587,677.5,52159.4,62.56,1.5,138222.41,312.8,138535.21,236.005468483816
Potato,2007,Whole Year ,Delhi,56,888,677.5,7470.4,8.96,15.86,19796.56,44.8,19841.36,22.3438738738739
Rice,2007,Kharif     ,Delhi,7419,20946,677.5,989694.6,1187.04,2.82,2622690.69,5935.2,2628625.89,125.49536379261
Sugarcane,2007,Whole Year ,Delhi,3,276,677.5,400.2,0.48,92,1060.53,2.4,1062.93,3.85119565217391
Wheat,2007,Rabi       ,Delhi,17482,76222,677.5,2332098.8,2797.12,4.36,6180061.82,13985.6,6194047.42,81.2632497179292
Bajra,2007,Kharif     ,Jammu and Kashmir,16816,9984,1042.2,2243254.4,2690.56,0.603333333,5944624.16,13452.8,5958076.96,596.762516025641
Barley,2007,Kharif     ,Jammu and Kashmir,560,147,1042.2,74704,89.6,0.26,197965.6,448,198413.6,1349.75238095238
Barley,2007,Rabi       ,Jammu and Kashmir,9856,4851,1042.2,1314790.4,1576.96,0.553333333,3484194.56,7884.8,3492079.36,719.867936507936
Coriander,2007,Rabi       ,Jammu and Kashmir,9,1,1042.2,1200.6,1.44,0.125,3181.59,7.2,3188.79,3188.79
Cotton(lint),2007,Kharif     ,Jammu and Kashmir,64,33,1042.2,8537.6,10.24,0.5,22624.64,51.2,22675.84,687.146666666667
Dry chillies,2007,Kharif     ,Jammu and Kashmir,674,674,1042.2,89911.6,107.84,0.956363636,238265.74,539.2,238804.94,354.31
Garlic,2007,Kharif     ,Jammu and Kashmir,103,78,1042.2,13740.2,16.48,0.75,36411.53,82.4,36493.93,467.870897435898
Garlic,2007,Rabi       ,Jammu and Kashmir,524,452,1042.2,69901.6,83.84,0.807777778,185239.24,419.2,185658.44,410.748761061947
Ginger,2007,Kharif     ,Jammu and Kashmir,75,89,1042.2,10005,12,1.3,26513.25,60,26573.25,298.575842696629
Groundnut,2007,Kharif     ,Jammu and Kashmir,3,2,1042.2,400.2,0.48,0.5,1060.53,2.4,1062.93,531.465
Linseed,2007,Rabi       ,Jammu and Kashmir,241,137,1042.2,32149.4,38.56,0.641666667,85195.91,192.8,85388.71,623.275255474453
Maize,2007,Kharif     ,Jammu and Kashmir,302441,474484,1042.2,40345629.4,48390.56,1.377,106915917.91,241952.8,107157870.71,225.840851767394
Masoor,2007,Rabi       ,Jammu and Kashmir,129,56,1042.2,17208.6,20.64,0.49,45602.79,103.2,45705.99,816.178392857143
Moong(Green Gram),2007,Kharif     ,Jammu and Kashmir,864,421,1042.2,115257.6,138.24,0.504285714,305432.64,691.2,306123.84,727.135011876485
Onion,2007,Kharif     ,Jammu and Kashmir,131,114,1042.2,17475.4,20.96,0.92,46309.81,104.8,46414.61,407.145701754386
Onion,2007,Rabi       ,Jammu and Kashmir,372,906,1042.2,49624.8,59.52,2.42125,131505.72,297.6,131803.32,145.478278145695
Other  Rabi pulses,2007,Rabi       ,Jammu and Kashmir,52,24,1042.2,6936.8,8.32,0.47,18382.52,41.6,18424.12,767.671666666667
Other Cereals,2007,Kharif     ,Jammu and Kashmir,122,35,1042.2,16274.8,19.52,0.4,43128.22,97.6,43225.82,1235.02342857143
Other Cereals,2007,Rabi       ,Jammu and Kashmir,4,4,1042.2,533.6,0.64,0.88,1414.04,3.2,1417.24,354.31
Other Kharif pulses,2007,Kharif     ,Jammu and Kashmir,1635,879,1042.2,218109,261.6,0.772307692,577988.85,1308,579296.85,659.040784982935
Peas & beans (Pulses),2007,Kharif     ,Jammu and Kashmir,278,158,1042.2,37085.2,44.48,0.565,98275.78,222.4,98498.18,623.406202531646
Peas & beans (Pulses),2007,Rabi       ,Jammu and Kashmir,821,764,1042.2,109521.4,131.36,0.797142857,290231.71,656.8,290888.51,380.744123036649
Potato,2007,Kharif     ,Jammu and Kashmir,1380,7727,1042.2,184092,220.8,4.94875,487843.8,1104,488947.8,63.27783098227
Potato,2007,Rabi       ,Jammu and Kashmir,857,12435,1042.2,114323.8,137.12,13.078,302958.07,685.6,303643.67,24.4184696421391
Rapeseed &Mustard,2007,Rabi       ,Jammu and Kashmir,58490,38791,1042.2,7802566,9358.4,0.547368421,20676799.9,46792,20723591.9,534.237114279085
Rice,2007,Kharif     ,Jammu and Kashmir,263246,561355,1042.2,35117016.4,42119.36,1.9745,93060093.46,210596.8,93270690.26,166.152773663724
Sannhamp,2007,Kharif     ,Jammu and Kashmir,391,210,1042.2,52159.4,62.56,0.72,138222.41,312.8,138535.21,659.691476190476
Sesamum,2007,Kharif     ,Jammu and Kashmir,6199,2649,1042.2,826946.6,991.84,0.443333333,2191408.49,4959.2,2196367.69,829.13087580219
Sugarcane,2007,Kharif     ,Jammu and Kashmir,69,221,1042.2,9204.6,11.04,3.65,24392.19,55.2,24447.39,110.621674208145
Tobacco,2007,Kharif     ,Jammu and Kashmir,6,2,1042.2,800.4,0.96,0.325,2121.06,4.8,2125.86,1062.93
Turmeric,2007,Kharif     ,Jammu and Kashmir,22,22,1042.2,2934.8,3.52,1.015,7777.22,17.6,7794.82,354.31
Urad,2007,Kharif     ,Jammu and Kashmir,15687,6578,1042.2,2092645.8,2509.92,0.497142857,5545511.37,12549.6,5558060.97,844.946939799331
Wheat,2007,Kharif     ,Jammu and Kashmir,20,2,1042.2,2668,3.2,0.12,7070.2,16,7086.2,3543.1
Wheat,2007,Rabi       ,Jammu and Kashmir,261584,494300,1042.2,34895305.6,41853.44,1.762666667,92472559.84,209267.2,92681827.04,187.501167388226
other oilseeds,2007,Kharif     ,Jammu and Kashmir,232,100,1042.2,30948.8,37.12,0.43,82014.32,185.6,82199.92,821.9992
other oilseeds,2007,Rabi       ,Jammu and Kashmir,8,4,1042.2,1067.2,1.28,0.55,2828.08,6.4,2834.48,708.62
Bajra,2008,Kharif     ,Delhi,1549,2943,614.6,221568.96,139.41,1.9,587157.744,697.05,587854.794,199.74678695209
Barley,2008,Kharif     ,Delhi,72,202,614.6,10298.88,6.48,2.81,27292.032,32.4,27324.432,135.269465346535
Gram,2008,Rabi       ,Delhi,48,70,614.6,6865.92,4.32,1.46,18194.688,21.6,18216.288,260.232685714286
Jowar,2008,Kharif     ,Delhi,8238,7950,614.6,1178363.52,741.42,0.97,3122663.328,3707.1,3126370.428,393.254141886793
Maize,2008,Kharif     ,Delhi,54,99,614.6,7724.16,4.86,1.83,20469.024,24.3,20493.324,207.003272727273
Potato,2008,Whole Year ,Delhi,79,1325,614.6,11300.16,7.11,16.77,29945.424,35.55,29980.974,22.6271501886792
Rice,2008,Kharif     ,Delhi,7039,19873,614.6,1006858.56,633.51,2.82,2668175.184,3167.55,2671342.734,134.420708197051
Sugarcane,2008,Whole Year ,Delhi,3,226,614.6,429.12,0.27,75.33,1137.168,1.35,1138.518,5.03769026548673
Wheat,2008,Rabi       ,Delhi,18430,80355,614.6,2636227.2,1658.7,4.36,6986002.08,8293.5,6994295.58,87.0424439051708
Bajra,2009,Kharif     ,Delhi,1586,2979,528.4,247130.52,269.62,1.88,654895.878,1348.1,656243.978,220.290022826452
Barley,2009,Kharif     ,Delhi,76,214,528.4,11842.32,12.92,2.82,31382.148,64.6,31446.748,146.947420560748
Gram,2009,Rabi       ,Delhi,76,67,528.4,11842.32,12.92,0.88,31382.148,64.6,31446.748,469.354447761194
Jowar,2009,Kharif     ,Delhi,3280,3168,528.4,511089.6,557.6,0.97,1354387.44,2788,1357175.44,428.401338383838
Maize,2009,Kharif     ,Delhi,48,1054,528.4,7479.36,8.16,21.96,19820.304,40.8,19861.104,18.8435521821632
Potato,2009,Whole Year ,Delhi,88,21999,528.4,13712.16,14.96,249.99,36337.224,74.8,36412.024,1.65516723487431
Rice,2009,Kharif     ,Delhi,6821,19008,528.4,1062848.22,1159.57,2.79,2816547.783,5797.85,2822345.633,148.481988268098
Sugarcane,2009,Whole Year ,Delhi,3,226,528.4,467.46,0.51,75.33,1238.769,2.55,1241.319,5.49256194690265
Wheat,2009,Rabi       ,Delhi,21309,92480,528.4,3320368.38,3622.53,4.34,8798976.207,18112.65,8817088.857,95.3404936959343
Bajra,2009,Kharif     ,Jammu and Kashmir,17402,10388,751.7,2711579.64,2958.34,0.603333333,7185686.046,14791.7,7200477.746,693.153421832884
Barley,2009,Kharif     ,Jammu and Kashmir,153,40,751.7,23840.46,26.01,0.26,63177.219,130.05,63307.269,1582.681725
Barley,2009,Rabi       ,Jammu and Kashmir,11030,5167,751.7,1718694.6,1875.1,0.585,4554540.69,9375.5,4563916.19,883.281631507645
Cotton(lint),2009,Kharif     ,Jammu and Kashmir,17,9,751.7,2648.94,2.89,0.555,7019.691,14.45,7034.141,781.571222222222
Dry chillies,2009,Kharif     ,Jammu and Kashmir,603,614,751.7,93959.46,102.51,0.973636364,248992.569,512.55,249505.119,406.360128664495
Garlic,2009,Kharif     ,Jammu and Kashmir,114,86,751.7,17763.48,19.38,0.755,47073.222,96.9,47170.122,548.489790697675
Garlic,2009,Rabi       ,Jammu and Kashmir,488,411,751.7,76040.16,82.96,0.845555556,201506.424,414.8,201921.224,491.292515815085
Ginger,2009,Kharif     ,Jammu and Kashmir,37,50,751.7,5765.34,6.29,1.346666667,15278.151,31.45,15309.601,306.19202
Groundnut,2009,Kharif     ,Jammu and Kashmir,3,2,751.7,467.46,0.51,0.625,1238.769,2.55,1241.319,620.6595
Horse-gram,2009,Kharif     ,Jammu and Kashmir,1773,514,751.7,276268.86,301.41,0.344285714,732112.479,1507.05,733619.529,1427.27534824903
Linseed,2009,Rabi       ,Jammu and Kashmir,135,78,751.7,21035.7,22.95,0.471666667,55744.605,114.75,55859.355,716.145576923077
Maize,2009,Kharif     ,Jammu and Kashmir,311022,486988,751.7,48463448.04,52873.74,1.507,128428137.306,264368.7,128692506.006,264.262170743427
Masoor,2009,Kharif     ,Jammu and Kashmir,1001,554,751.7,155975.82,170.17,0.6,413335.923,850.85,414186.773,747.629554151625
Masoor,2009,Rabi       ,Jammu and Kashmir,144,80,751.7,22438.08,24.48,0.553333333,59460.912,122.4,59583.312,744.7914
Moong(Green Gram),2009,Kharif     ,Jammu and Kashmir,890,410,751.7,138679.8,151.3,0.512222222,367501.47,756.5,368257.97,898.190170731707
Moth,2009,Kharif     ,Jammu and Kashmir,2806,1607,751.7,437230.92,477.02,0.650909091,1158661.938,2385.1,1161047.038,722.493489732421
Onion,2009,Kharif     ,Jammu and Kashmir,249,214,751.7,38799.18,42.33,1.027142857,102817.827,211.65,103029.477,481.446154205608
Onion,2009,Rabi       ,Jammu and Kashmir,470,1145,751.7,73235.4,79.9,2.413333333,194073.81,399.5,194473.31,169.84568558952
Other  Rabi pulses,2009,Rabi       ,Jammu and Kashmir,269,137,751.7,41915.58,45.73,0.505,111076.287,228.65,111304.937,812.444795620438
Other Cereals,2009,Kharif     ,Jammu and Kashmir,3329,1237,751.7,518724.78,565.93,0.40625,1374620.667,2829.65,1377450.317,1113.54108084074
Other Cereals,2009,Rabi       ,Jammu and Kashmir,112,78,751.7,17451.84,19.04,0.7,46247.376,95.2,46342.576,594.13558974359
Other Kharif pulses,2009,Kharif     ,Jammu and Kashmir,5595,6616,751.7,871812.9,951.15,0.807777778,2310304.185,4755.75,2315059.935,349.918369860943
Peas & beans (Pulses),2009,Kharif     ,Jammu and Kashmir,251,141,751.7,39110.82,42.67,0.53,103643.673,213.35,103857.023,736.574631205674
Peas & beans (Pulses),2009,Rabi       ,Jammu and Kashmir,908,994,751.7,141484.56,154.36,0.928333333,374934.084,771.8,375705.884,377.973726358149
Potato,2009,Kharif     ,Jammu and Kashmir,1098,7684,751.7,171090.36,186.66,6.574615385,453389.454,933.3,454322.754,59.1258138990109
Potato,2009,Rabi       ,Jammu and Kashmir,1184,15664,751.7,184490.88,201.28,12.63666667,488900.832,1006.4,489907.232,31.2759979570991
Rapeseed &Mustard,2009,Rabi       ,Jammu and Kashmir,60262,47464,751.7,9390024.84,10244.54,0.620526316,24883565.826,51222.7,24934788.526,525.341069568515
Rice,2009,Kharif     ,Jammu and Kashmir,259892,500880,751.7,40496371.44,44181.64,1.859,107315384.316,220908.2,107536292.516,214.694722320716
Sannhamp,2009,Kharif     ,Jammu and Kashmir,148,81,751.7,23061.36,25.16,0.65,61112.604,125.8,61238.404,756.029679012346
Sesamum,2009,Kharif     ,Jammu and Kashmir,4624,2031,751.7,720511.68,786.08,0.443333333,1909355.952,3930.4,1913286.352,942.041532250123
Sugarcane,2009,Kharif     ,Jammu and Kashmir,1,2,751.7,155.82,0.17,1.5,412.923,0.85,413.773,206.8865
Tobacco,2009,Kharif     ,Jammu and Kashmir,11,4,751.7,1714.02,1.87,0.37,4542.153,9.35,4551.503,1137.87575
Turmeric,2009,Kharif     ,Jammu and Kashmir,11,11,751.7,1714.02,1.87,1.055,4542.153,9.35,4551.503,413.773
Urad,2009,Kharif     ,Jammu and Kashmir,15747,5676,751.7,2453697.54,2676.99,0.453846154,6502298.481,13384.95,6515683.431,1147.93577008457
Wheat,2009,Rabi       ,Jammu and Kashmir,284644,286143,751.7,44353228.08,48389.48,1.167142857,117536054.412,241947.4,117778001.812,411.605392450628
other oilseeds,2009,Kharif     ,Jammu and Kashmir,147,66,751.7,22905.54,24.99,0.45,60699.681,124.95,60824.631,921.585318181818
Bajra,2010,Kharif     ,Delhi,1531,2876,989.5,254314.41,367.44,1.88,673933.1865,1837.2,675770.3865,234.968840924896
Barley,2010,Kharif     ,Delhi,70,197,989.5,11627.7,16.8,2.81,30813.405,84,30897.405,156.83961928934
Gram,2010,Rabi       ,Delhi,8,75,989.5,1328.88,1.92,9.38,3521.532,9.6,3531.132,47.08176
Jowar,2010,Kharif     ,Delhi,3341,3227,989.5,554973.51,801.84,0.97,1470679.8015,4009.2,1474689.0015,456.984506197707
Maize,2010,Kharif     ,Delhi,40,878,989.5,6644.4,9.6,21.95,17607.66,48,17655.66,20.1089521640091
Potato,2010,Whole Year ,Delhi,51,15862,989.5,8471.61,12.24,311.02,22449.7665,61.2,22510.9665,1.41917579750347
Rice,2010,Kharif     ,Delhi,6848,19083,989.5,1137521.28,1643.52,2.79,3014431.392,8217.6,3022648.992,158.394853639365
Sugarcane,2010,Whole Year ,Delhi,3,226,989.5,498.33,0.72,75.33,1320.5745,3.6,1324.1745,5.85917920353982
Wheat,2010,Rabi       ,Delhi,20135,87385,989.5,3344624.85,4832.4,4.34,8863255.8525,24162,8887417.8525,101.704158064885
Bajra,2011,Kharif     ,Delhi,1439,2689,641.3954545,241061.28,474.87,1.87,638812.392,2374.35,641186.742,238.448026031982
Barley,2011,Kharif     ,Delhi,66,195,641.3954545,11056.32,21.78,2.95,29299.248,108.9,29408.148,150.811015384615
Gram,2011,Rabi       ,Delhi,13,72,641.3954545,2177.76,4.29,5.54,5771.064,21.45,5792.514,80.4515833333334
Jowar,2011,Kharif     ,Delhi,3140,3032,641.3954545,526012.8,1036.2,0.97,1393933.92,5181,1399114.92,461.449511873351
Maize,2011,Kharif     ,Delhi,38,843,641.3954545,6365.76,12.54,22.18,16869.264,62.7,16931.964,20.0853665480427
Potato,2011,Whole Year ,Delhi,48,14928,641.3954545,8040.96,15.84,311,21308.544,79.2,21387.744,1.43272668810289
Rice,2011,Kharif     ,Delhi,7248,20198,641.3954545,1214184.96,2391.84,2.79,3217590.144,11959.2,3229549.344,159.894511535796
Sugarcane,2011,Whole Year ,Delhi,3,226,641.3954545,502.56,0.99,75.33,1331.784,4.95,1336.734,5.91475221238938
Wheat,2011,Rabi       ,Delhi,18927,82142,641.3954545,3170651.04,6245.91,4.34,8402225.256,31229.55,8433454.806,102.669216795306
Bajra,2011,Kharif     ,Jammu and Kashmir,18926,11192,887.6,3170483.52,6245.58,0.568571429,8401781.328,31227.9,8433009.228,753.485456397427
Barley,2011,Kharif     ,Jammu and Kashmir,29,11,887.6,4858.08,9.57,0.34,12873.912,47.85,12921.762,1174.70563636364
Barley,2011,Rabi       ,Jammu and Kashmir,7162,4110,887.6,1199778.24,2363.46,0.7075,3179412.336,11817.3,3191229.636,776.454899270073
Cotton(lint),2011,Kharif     ,Jammu and Kashmir,13,7,887.6,2177.76,4.29,0.57,5771.064,21.45,5792.514,827.502
Cowpea(Lobia),2011,Kharif     ,Jammu and Kashmir,32,16,887.6,5360.64,10.56,0.5,14205.696,52.8,14258.496,891.156
Dry chillies,2011,Kharif     ,Jammu and Kashmir,564,545,887.6,94481.28,186.12,0.95,250375.392,930.6,251305.992,461.111911926606
Garlic,2011,Kharif     ,Jammu and Kashmir,18,14,887.6,3015.36,5.94,0.76,7990.704,29.7,8020.404,572.886
Garlic,2011,Rabi       ,Jammu and Kashmir,693,591,887.6,116091.36,228.69,0.854444444,307642.104,1143.45,308785.554,522.479786802031
Ginger,2011,Kharif     ,Jammu and Kashmir,32,43,887.6,5360.64,10.56,1.353333333,14205.696,52.8,14258.496,331.592930232558
Ginger,2011,Rabi       ,Jammu and Kashmir,3,3,887.6,502.56,0.99,0.9,1331.784,4.95,1336.734,445.578
Gram,2011,Rabi       ,Jammu and Kashmir,103,57,887.6,17254.56,33.99,0.55,45724.584,169.95,45894.534,805.167263157895
Groundnut,2011,Kharif     ,Jammu and Kashmir,5,3,887.6,837.6,1.65,0.66,2219.64,8.25,2227.89,742.63
Horse-gram,2011,Kharif     ,Jammu and Kashmir,957,282,887.6,160316.64,315.81,0.343333333,424839.096,1579.05,426418.146,1512.12108510638
Linseed,2011,Kharif     ,Jammu and Kashmir,8,5,887.6,1340.16,2.64,0.56,3551.424,13.2,3564.624,712.9248
Linseed,2011,Rabi       ,Jammu and Kashmir,196,127,887.6,32833.92,64.68,0.77,87009.888,323.4,87333.288,687.66368503937
Maize,2011,Kharif     ,Jammu and Kashmir,314034,504995,887.6,52606975.68,103631.22,1.4925,139408485.552,518156.1,139926641.652,277.085202134675
Masoor,2011,Kharif     ,Jammu and Kashmir,686,379,887.6,114918.72,226.38,0.65,304534.608,1131.9,305666.508,806.507936675462
Masoor,2011,Rabi       ,Jammu and Kashmir,234,130,887.6,39199.68,77.22,0.5525,103879.152,386.1,104265.252,802.0404
Moong(Green Gram),2011,Kharif     ,Jammu and Kashmir,1498,874,887.6,250944.96,494.34,0.646363636,665004.144,2471.7,667475.844,763.702338672769
Moth,2011,Kharif     ,Jammu and Kashmir,2795,1616,887.6,468218.4,922.35,0.663846154,1240778.76,4611.75,1245390.51,770.662444306931
Onion,2011,Kharif     ,Jammu and Kashmir,144,128,887.6,24122.88,47.52,0.9325,63925.632,237.6,64163.232,501.27525
Onion,2011,Rabi       ,Jammu and Kashmir,430,1036,887.6,72033.6,141.9,2.205714286,190889.04,709.5,191598.54,184.940675675676
Other  Rabi pulses,2011,Rabi       ,Jammu and Kashmir,353,251,887.6,59134.56,116.49,0.568571429,156706.584,582.45,157289.034,626.649537848606
Other Cereals,2011,Kharif     ,Jammu and Kashmir,390,199,887.6,65332.8,128.7,0.536666667,173131.92,643.5,173775.42,873.243316582915
Other Cereals,2011,Rabi       ,Jammu and Kashmir,78,56,887.6,13066.56,25.74,0.6875,34626.384,128.7,34755.084,620.6265
Other Kharif pulses,2011,Kharif     ,Jammu and Kashmir,3990,2849,887.6,668404.8,1316.7,0.945294118,1771272.72,6583.5,1777856.22,624.028157248157
Peas & beans (Pulses),2011,Kharif     ,Jammu and Kashmir,183,988,887.6,30656.16,60.39,2.31,81238.824,301.95,81540.774,82.5311477732793
Peas & beans (Pulses),2011,Rabi       ,Jammu and Kashmir,894,899,887.6,149762.88,295.02,0.713,396871.632,1475.1,398346.732,443.099813125695
Potato,2011,Kharif     ,Jammu and Kashmir,1015,7416,887.6,170032.8,334.95,7.66125,450586.92,1674.75,452261.67,60.9845833333333
Potato,2011,Rabi       ,Jammu and Kashmir,1045,10739,887.6,175058.4,344.85,11.048,463904.76,1724.25,465629.01,43.3586935468852
Rapeseed &Mustard,2011,Rabi       ,Jammu and Kashmir,59421,50537,887.6,9954205.92,19608.93,0.8,26378645.688,98044.65,26476690.338,523.907045095673
Rice,2011,Kharif     ,Jammu and Kashmir,262169,544396,887.6,43918550.88,86515.77,2.0225,116384159.832,432578.85,116816738.682,214.580450043718
Sannhamp,2011,Kharif     ,Jammu and Kashmir,86,61,887.6,14406.72,28.38,0.742,38177.808,141.9,38319.708,628.19193442623
